14:59:28 Before test:	item id: 610018, item count: 100, gold coin: 100145, 
15:00:59 Before test:	item id: 610018, item count: 98, gold coin: 102572, 
15:00:59 After test:	item id: 610018, item count: 97, gold coin: 102585, 
15:00:59 Before test:	item id: 610018, item count: 97, gold coin: 102585, 
15:00:59 After test:	item id: 610018, item count: 96, gold coin: 102615, 
15:00:59 Before test:	item id: 610018, item count: 96, gold coin: 102615, 
15:00:59 After test:	item id: 610018, item count: 95, gold coin: 102620, 
15:00:59 Before test:	item id: 610018, item count: 95, gold coin: 102620, 
15:00:59 After test:	item id: 610018, item count: 94, gold coin: 102650, 
15:00:59 Before test:	item id: 610018, item count: 94, gold coin: 102650, 
15:00:59 After test:	item id: 610018, item count: 93, gold coin: 102663, 
15:00:59 Before test:	item id: 610018, item count: 93, gold coin: 102663, 
15:01:00 After test:	item id: 610018, item count: 92, gold coin: 102675, 
15:01:00 Before test:	item id: 610018, item count: 92, gold coin: 102675, 
15:01:00 After test:	item id: 610018, item count: 91, gold coin: 102685, 
15:01:00 Before test:	item id: 610018, item count: 91, gold coin: 102685, 
15:01:00 After test:	item id: 610018, item count: 90, gold coin: 102690, 
15:01:00 Before test:	item id: 610018, item count: 90, gold coin: 102690, 
15:01:00 After test:	item id: 610018, item count: 89, gold coin: 102705, 
15:01:00 Before test:	item id: 610018, item count: 89, gold coin: 102705, 
15:01:00 After test:	item id: 610018, item count: 88, gold coin: 102717, 
15:01:00 Before test:	item id: 610018, item count: 88, gold coin: 102717, 
15:01:00 After test:	item id: 610018, item count: 87, gold coin: 102724, 
15:01:00 Before test:	item id: 610018, item count: 87, gold coin: 102724, 
15:01:00 After test:	item id: 610018, item count: 86, gold coin: 102735, 
15:01:00 Before test:	item id: 610018, item count: 86, gold coin: 102735, 
15:01:00 After test:	item id: 610018, item count: 85, gold coin: 102743, 
15:01:00 Before test:	item id: 610018, item count: 85, gold coin: 102743, 
15:01:00 After test:	item id: 610018, item count: 84, gold coin: 102748, 
15:01:00 Before test:	item id: 610018, item count: 84, gold coin: 102748, 
15:01:01 After test:	item id: 610018, item count: 83, gold coin: 102754, 
15:01:01 Before test:	item id: 610018, item count: 83, gold coin: 102754, 
15:01:01 After test:	item id: 610018, item count: 82, gold coin: 102760, 
15:01:01 Before test:	item id: 610018, item count: 82, gold coin: 102760, 
15:01:01 After test:	item id: 610018, item count: 81, gold coin: 102767, 
15:01:01 Before test:	item id: 610018, item count: 81, gold coin: 102767, 
15:01:01 After test:	item id: 610018, item count: 80, gold coin: 102773, 
15:01:01 Before test:	item id: 610018, item count: 80, gold coin: 102773, 
15:01:01 After test:	item id: 610018, item count: 79, gold coin: 102784, 
15:01:01 Before test:	item id: 610018, item count: 79, gold coin: 102784, 
15:01:01 After test:	item id: 610018, item count: 78, gold coin: 102793, 
15:01:01 Before test:	item id: 610018, item count: 78, gold coin: 102793, 
15:01:01 After test:	item id: 610018, item count: 77, gold coin: 102807, 
15:01:01 Before test:	item id: 610018, item count: 77, gold coin: 102807, 
15:01:01 After test:	item id: 610018, item count: 76, gold coin: 102815, 
15:01:02 Before test:	item id: 610018, item count: 76, gold coin: 102815, 
15:01:02 After test:	item id: 610018, item count: 75, gold coin: 102829, 
15:01:02 Before test:	item id: 610018, item count: 75, gold coin: 102829, 
15:01:02 After test:	item id: 610018, item count: 74, gold coin: 102840, 
15:01:02 Before test:	item id: 610018, item count: 74, gold coin: 102840, 
15:01:02 After test:	item id: 610018, item count: 73, gold coin: 102849, 
15:01:02 Before test:	item id: 610018, item count: 73, gold coin: 102849, 
15:01:02 After test:	item id: 610018, item count: 72, gold coin: 102862, 
15:01:02 Before test:	item id: 610018, item count: 72, gold coin: 102862, 
15:01:02 After test:	item id: 610018, item count: 71, gold coin: 102867, 
15:01:02 Before test:	item id: 610018, item count: 71, gold coin: 102867, 
15:01:02 After test:	item id: 610018, item count: 70, gold coin: 102880, 
15:01:02 Before test:	item id: 610018, item count: 70, gold coin: 102880, 
15:01:02 After test:	item id: 610018, item count: 69, gold coin: 102889, 
15:01:02 Before test:	item id: 610018, item count: 69, gold coin: 102889, 
15:01:02 After test:	item id: 610018, item count: 68, gold coin: 102894, 
15:01:02 Before test:	item id: 610018, item count: 68, gold coin: 102894, 
15:01:02 After test:	item id: 610018, item count: 67, gold coin: 102900, 
15:01:02 Before test:	item id: 610018, item count: 67, gold coin: 102900, 
15:01:03 After test:	item id: 610018, item count: 66, gold coin: 102913, 
15:01:03 Before test:	item id: 610018, item count: 66, gold coin: 102913, 
15:01:03 After test:	item id: 610018, item count: 65, gold coin: 102926, 
15:01:03 Before test:	item id: 610018, item count: 65, gold coin: 102926, 
15:01:03 After test:	item id: 610018, item count: 64, gold coin: 102956, 
15:01:03 Before test:	item id: 610018, item count: 64, gold coin: 102956, 
15:01:03 After test:	item id: 610018, item count: 63, gold coin: 102963, 
15:01:03 Before test:	item id: 610018, item count: 63, gold coin: 102963, 
15:01:03 After test:	item id: 610018, item count: 62, gold coin: 102971, 
15:01:03 Before test:	item id: 610018, item count: 62, gold coin: 102971, 
15:01:03 After test:	item id: 610018, item count: 61, gold coin: 103001, 
15:01:03 Before test:	item id: 610018, item count: 61, gold coin: 103001, 
15:01:03 After test:	item id: 610018, item count: 60, gold coin: 103016, 
15:01:03 Before test:	item id: 610018, item count: 60, gold coin: 103016, 
15:01:03 After test:	item id: 610018, item count: 59, gold coin: 103021, 
15:01:03 Before test:	item id: 610018, item count: 59, gold coin: 103021, 
15:01:03 After test:	item id: 610018, item count: 58, gold coin: 103031, 
15:01:03 Before test:	item id: 610018, item count: 58, gold coin: 103031, 
15:01:04 After test:	item id: 610018, item count: 57, gold coin: 103061, 
15:01:04 Before test:	item id: 610018, item count: 57, gold coin: 103061, 
15:01:04 After test:	item id: 610018, item count: 56, gold coin: 103070, 
15:01:04 Before test:	item id: 610018, item count: 56, gold coin: 103070, 
15:01:04 After test:	item id: 610018, item count: 55, gold coin: 103081, 
15:01:04 Before test:	item id: 610018, item count: 55, gold coin: 103081, 
15:01:04 After test:	item id: 610018, item count: 54, gold coin: 103094, 
15:01:04 Before test:	item id: 610018, item count: 54, gold coin: 103094, 
15:01:04 After test:	item id: 610018, item count: 53, gold coin: 103104, 
15:01:04 Before test:	item id: 610018, item count: 53, gold coin: 103104, 
15:01:04 After test:	item id: 610018, item count: 52, gold coin: 103112, 
15:01:04 Before test:	item id: 610018, item count: 52, gold coin: 103112, 
15:01:04 After test:	item id: 610018, item count: 51, gold coin: 103117, 
15:01:04 Before test:	item id: 610018, item count: 51, gold coin: 103117, 
15:01:04 After test:	item id: 610018, item count: 50, gold coin: 103129, 
15:01:04 Before test:	item id: 610018, item count: 50, gold coin: 103129, 
15:01:05 After test:	item id: 610018, item count: 49, gold coin: 103135, 
15:01:05 Before test:	item id: 610018, item count: 49, gold coin: 103135, 
15:01:05 After test:	item id: 610018, item count: 48, gold coin: 103145, 
15:01:05 Before test:	item id: 610018, item count: 48, gold coin: 103145, 
15:01:05 After test:	item id: 610018, item count: 47, gold coin: 103159, 
15:01:05 Before test:	item id: 610018, item count: 47, gold coin: 103159, 
15:01:05 After test:	item id: 610018, item count: 46, gold coin: 103164, 
15:01:05 Before test:	item id: 610018, item count: 46, gold coin: 103164, 
15:01:05 After test:	item id: 610018, item count: 45, gold coin: 103176, 
15:01:05 Before test:	item id: 610018, item count: 45, gold coin: 103176, 
15:01:05 After test:	item id: 610018, item count: 44, gold coin: 103187, 
15:01:05 Before test:	item id: 610018, item count: 44, gold coin: 103187, 
15:01:05 After test:	item id: 610018, item count: 43, gold coin: 103201, 
15:01:05 Before test:	item id: 610018, item count: 43, gold coin: 103201, 
15:01:05 After test:	item id: 610018, item count: 42, gold coin: 103206, 
15:01:05 Before test:	item id: 610018, item count: 42, gold coin: 103206, 
15:01:05 After test:	item id: 610018, item count: 41, gold coin: 103221, 
15:01:05 Before test:	item id: 610018, item count: 41, gold coin: 103221, 
15:01:05 After test:	item id: 610018, item count: 40, gold coin: 103228, 
15:01:06 Before test:	item id: 610018, item count: 40, gold coin: 103228, 
15:01:06 After test:	item id: 610018, item count: 39, gold coin: 103237, 
15:01:06 Before test:	item id: 610018, item count: 39, gold coin: 103237, 
15:01:06 After test:	item id: 610018, item count: 38, gold coin: 103245, 
15:01:06 Before test:	item id: 610018, item count: 38, gold coin: 103245, 
15:01:06 After test:	item id: 610018, item count: 37, gold coin: 103252, 
15:01:06 Before test:	item id: 610018, item count: 37, gold coin: 103252, 
15:01:06 After test:	item id: 610018, item count: 36, gold coin: 103267, 
15:01:06 Before test:	item id: 610018, item count: 36, gold coin: 103267, 
15:01:06 After test:	item id: 610018, item count: 35, gold coin: 103281, 
15:01:06 Before test:	item id: 610018, item count: 35, gold coin: 103281, 
15:01:06 After test:	item id: 610018, item count: 34, gold coin: 103296, 
15:01:06 Before test:	item id: 610018, item count: 34, gold coin: 103296, 
15:01:06 After test:	item id: 610018, item count: 33, gold coin: 103308, 
15:01:06 Before test:	item id: 610018, item count: 33, gold coin: 103308, 
15:01:06 After test:	item id: 610018, item count: 32, gold coin: 103318, 
15:01:07 Before test:	item id: 610018, item count: 32, gold coin: 103318, 
15:01:07 After test:	item id: 610018, item count: 31, gold coin: 103332, 
15:01:07 Before test:	item id: 610018, item count: 31, gold coin: 103332, 
15:01:07 After test:	item id: 610018, item count: 30, gold coin: 103343, 
15:01:07 Before test:	item id: 610018, item count: 30, gold coin: 103343, 
15:01:07 After test:	item id: 610018, item count: 29, gold coin: 103354, 
15:01:07 Before test:	item id: 610018, item count: 29, gold coin: 103354, 
15:01:07 After test:	item id: 610018, item count: 28, gold coin: 103365, 
15:01:07 Before test:	item id: 610018, item count: 28, gold coin: 103365, 
15:01:07 After test:	item id: 610018, item count: 27, gold coin: 103379, 
15:01:07 Before test:	item id: 610018, item count: 27, gold coin: 103379, 
15:01:07 After test:	item id: 610018, item count: 26, gold coin: 103390, 
15:01:07 Before test:	item id: 610018, item count: 26, gold coin: 103390, 
15:01:07 After test:	item id: 610018, item count: 25, gold coin: 103420, 
15:01:07 Before test:	item id: 610018, item count: 25, gold coin: 103420, 
15:01:07 After test:	item id: 610018, item count: 24, gold coin: 103429, 
15:01:07 Before test:	item id: 610018, item count: 24, gold coin: 103429, 
15:01:08 After test:	item id: 610018, item count: 23, gold coin: 103439, 
15:01:08 Before test:	item id: 610018, item count: 23, gold coin: 103439, 
15:01:08 After test:	item id: 610018, item count: 22, gold coin: 103449, 
15:01:08 Before test:	item id: 610018, item count: 22, gold coin: 103449, 
15:01:08 After test:	item id: 610018, item count: 21, gold coin: 103462, 
15:01:08 Before test:	item id: 610018, item count: 21, gold coin: 103462, 
15:01:08 After test:	item id: 610018, item count: 20, gold coin: 103471, 
15:01:08 Before test:	item id: 610018, item count: 20, gold coin: 103471, 
15:01:08 After test:	item id: 610018, item count: 19, gold coin: 103483, 
15:01:08 Before test:	item id: 610018, item count: 19, gold coin: 103483, 
15:01:08 After test:	item id: 610018, item count: 18, gold coin: 103489, 
15:01:08 Before test:	item id: 610018, item count: 18, gold coin: 103489, 
15:01:08 After test:	item id: 610018, item count: 17, gold coin: 103498, 
15:01:08 Before test:	item id: 610018, item count: 17, gold coin: 103498, 
15:01:08 After test:	item id: 610018, item count: 16, gold coin: 103510, 
15:01:08 Before test:	item id: 610018, item count: 16, gold coin: 103510, 
15:01:08 After test:	item id: 610018, item count: 15, gold coin: 103521, 
15:01:08 Before test:	item id: 610018, item count: 15, gold coin: 103521, 
15:01:08 After test:	item id: 610018, item count: 14, gold coin: 103536, 
15:01:09 Before test:	item id: 610018, item count: 14, gold coin: 103536, 
15:01:09 After test:	item id: 610018, item count: 13, gold coin: 103541, 
15:01:09 Before test:	item id: 610018, item count: 13, gold coin: 103541, 
15:01:09 After test:	item id: 610018, item count: 12, gold coin: 103551, 
15:01:09 Before test:	item id: 610018, item count: 12, gold coin: 103551, 
15:01:09 After test:	item id: 610018, item count: 11, gold coin: 103565, 
15:01:09 Before test:	item id: 610018, item count: 11, gold coin: 103565, 
15:01:09 After test:	item id: 610018, item count: 10, gold coin: 103576, 
15:01:09 Before test:	item id: 610018, item count: 10, gold coin: 103576, 
15:01:09 After test:	item id: 610018, item count: 9, gold coin: 103591, 
15:01:09 Before test:	item id: 610018, item count: 9, gold coin: 103591, 
15:01:09 After test:	item id: 610018, item count: 8, gold coin: 103603, 
15:01:09 Before test:	item id: 610018, item count: 8, gold coin: 103603, 
15:01:09 After test:	item id: 610018, item count: 7, gold coin: 103633, 
15:01:09 Before test:	item id: 610018, item count: 7, gold coin: 103633, 
15:01:09 After test:	item id: 610018, item count: 6, gold coin: 103642, 
15:01:09 Before test:	item id: 610018, item count: 6, gold coin: 103642, 
15:01:09 After test:	item id: 610018, item count: 5, gold coin: 103650, 
15:01:09 Before test:	item id: 610018, item count: 5, gold coin: 103650, 
15:01:10 After test:	item id: 610018, item count: 4, gold coin: 103657, 
15:01:10 Before test:	item id: 610018, item count: 4, gold coin: 103657, 
15:01:10 After test:	item id: 610018, item count: 3, gold coin: 103664, 
15:01:10 Before test:	item id: 610018, item count: 3, gold coin: 103664, 
15:01:10 After test:	item id: 610018, item count: 2, gold coin: 103679, 
15:01:10 Before test:	item id: 610018, item count: 2, gold coin: 103679, 
15:01:10 After test:	item id: 610018, item count: 1, gold coin: 103684, 
15:01:10 Before test:	item id: 610018, item count: 1, gold coin: 103684, 
15:01:10 After test:	item id: 610018, item count: 0, gold coin: 103692, 
15:04:03 Before test:	item id: 610009, item count: 1, silver coin: 3099117, 
15:04:03 After test:	item id: 610009, item count: 1, silver coin: 3099117, 
15:04:03 Before test:	item id: 610010, item count: 1, silver coin: 3099117, 
15:04:03 After test:	item id: 610010, item count: 1, silver coin: 3099117, 
15:04:04 Before test:	item id: 610011, item count: 1, silver coin: 3099117, 
15:04:04 After test:	item id: 610011, item count: 1, silver coin: 3099117, 
15:04:04 Before test:	item id: 610012, item count: 1, silver coin: 3099117, 
15:04:04 After test:	item id: 610012, item count: 1, silver coin: 3099117, 
15:04:04 Before test:	item id: 610013, item count: 1, silver coin: 3099117, 
15:04:04 After test:	item id: 610013, item count: 1, silver coin: 3099117, 
15:04:04 Before test:	item id: 610014, item count: 1, silver coin: 3099117, 
15:04:05 After test:	item id: 610014, item count: 1, silver coin: 3099117, 
15:04:05 Before test:	item id: 610015, item count: 1, silver coin: 3099117, 
15:04:05 After test:	item id: 610015, item count: 1, silver coin: 3099117, 
15:04:05 Before test:	item id: 610016, item count: 1, silver coin: 3099117, 
15:04:05 After test:	item id: 610016, item count: 1, silver coin: 3099117, 
15:04:05 Before test:	item id: 610017, item count: 1, silver coin: 3099117, 
15:04:05 After test:	item id: 610017, item count: 1, silver coin: 3099117, 
15:04:45 Before test:	item id: 610009, item count: 2, silver coin: 3099117, 
15:04:45 After test:	item id: 610009, item count: 0, silver coin: 3099181, 
15:04:45 Before test:	item id: 610010, item count: 2, silver coin: 3099181, 
15:04:45 After test:	item id: 610010, item count: 0, silver coin: 3099347, 
15:04:45 Before test:	item id: 610011, item count: 2, silver coin: 3099347, 
15:04:45 After test:	item id: 610011, item count: 0, silver coin: 3100017, 
15:04:45 Before test:	item id: 610012, item count: 2, silver coin: 3100017, 
15:04:45 After test:	item id: 610012, item count: 0, silver coin: 3100771, 
15:04:46 Before test:	item id: 610013, item count: 2, silver coin: 3100771, 
15:04:46 After test:	item id: 610013, item count: 0, silver coin: 3102698, 
15:04:46 Before test:	item id: 610014, item count: 2, silver coin: 3102698, 
15:04:46 After test:	item id: 610014, item count: 0, silver coin: 3103834, 
15:04:46 Before test:	item id: 610015, item count: 2, silver coin: 3103834, 
15:04:46 After test:	item id: 610015, item count: 0, silver coin: 3105768, 
15:04:46 Before test:	item id: 610016, item count: 2, silver coin: 3105768, 
15:04:46 After test:	item id: 610016, item count: 0, silver coin: 3110043, 
15:04:46 Before test:	item id: 610017, item count: 2, silver coin: 3110043, 
15:04:46 After test:	item id: 610017, item count: 0, silver coin: 3113223, 
